file_path,file_name,extension,size_kb,ctime,mtime,atime,path_depth,days_since_mod,days_since_created,days_since_accessed,hour_created,is_stale,size_log,cluster,cluster_label,risk_score
C:\Users\ASUS\Downloads\Agentic ai\__MACOSX\._IMG_1073.JPG,._IMG_1073.JPG,.jpg,0.21484375,2025-11-06 22:25:42.947545,2025-11-06 12:43:38.000000,2025-12-14 16:35:42.344331,7,75,74,37,22,False,0.19461546769967167,0,Active Workspace,0.054
C:\Users\ASUS\Downloads\Agentic ai\__MACOSX\._IMG_1074.JPG,._IMG_1074.JPG,.jpg,0.21484375,2025-11-06 22:25:42.997275,2025-11-06 12:44:58.000000,2025-12-14 16:35:42.350240,7,75,74,37,22,False,0.19461546769967167,0,Active Workspace,0.054
C:\Users\ASUS\Downloads\Agentic ai\__MACOSX\._IMG_1075.JPG,._IMG_1075.JPG,.jpg,0.21484375,2025-11-06 22:25:43.015839,2025-11-06 12:45:00.000000,2025-12-14 16:35:42.350240,7,75,74,37,22,False,0.19461546769967167,0,Active Workspace,0.054
C:\Users\ASUS\Downloads\Agentic ai\__MACOSX\._IMG_1076.JPG,._IMG_1076.JPG,.jpg,0.21484375,2025-11-06 22:25:43.035141,2025-11-06 12:46:40.000000,2025-12-14 16:35:42.350240,7,75,74,37,22,False,0.19461546769967167,0,Active Workspace,0.054
C:\Users\ASUS\Downloads\Agentic ai\__MACOSX\._IMG_1077.JPG,._IMG_1077.JPG,.jpg,0.21484375,2025-11-06 22:25:43.077825,2025-11-06 12:49:58.000000,2025-12-14 16:35:42.352390,7,75,74,37,22,False,0.19461546769967167,0,Active Workspace,0.054
C:\Users\ASUS\Downloads\Agentic ai\__MACOSX\._IMG_1078.JPG,._IMG_1078.JPG,.jpg,0.21484375,2025-11-06 22:25:43.093360,2025-11-06 12:50:28.000000,2025-12-14 16:35:42.357390,7,75,74,37,22,False,0.19461546769967167,0,Active Workspace,0.054
C:\Users\ASUS\Downloads\Agentic ai\__MACOSX\._IMG_1079.JPG,._IMG_1079.JPG,.jpg,0.21484375,2025-11-06 22:25:43.146209,2025-11-06 12:50:32.000000,2025-12-14 16:35:42.357390,7,75,74,37,22,False,0.19461546769967167,0,Active Workspace,0.054
C:\Users\ASUS\Downloads\Agentic ai\__MACOSX\._IMG_1080.JPG,._IMG_1080.JPG,.jpg,0.21484375,2025-11-06 22:25:43.195504,2025-11-06 12:53:46.000000,2025-12-14 16:35:42.357390,7,75,74,37,22,False,0.19461546769967167,0,Active Workspace,0.054
C:\Users\ASUS\Downloads\Agentic ai\__MACOSX\._IMG_1081.JPG,._IMG_1081.JPG,.jpg,0.21484375,2025-11-06 22:25:43.234339,2025-11-06 12:53:48.000000,2025-12-14 16:35:42.361442,7,75,74,37,22,False,0.19461546769967167,0,Active Workspace,0.054
C:\Users\ASUS\Downloads\Agentic ai\__MACOSX\._IMG_1082.JPG,._IMG_1082.JPG,.jpg,0.21484375,2025-11-06 22:25:43.325079,2025-11-06 12:53:50.000000,2025-12-14 16:35:42.366441,7,75,74,37,22,False,0.19461546769967167,0,Active Workspace,0.054
C:\Users\ASUS\Downloads\Agentic ai\__MACOSX\._IMG_1083.JPG,._IMG_1083.JPG,.jpg,0.21484375,2025-11-06 22:25:43.339205,2025-11-06 12:57:34.000000,2025-12-14 16:35:42.366441,7,75,74,37,22,False,0.19461546769967167,0,Active Workspace,0.054
C:\Users\ASUS\Downloads\Agentic ai\__MACOSX\._IMG_1084.JPG,._IMG_1084.JPG,.jpg,0.21484375,2025-11-06 22:25:43.353699,2025-11-06 12:57:36.000000,2025-12-14 16:35:42.366441,7,75,74,37,22,False,0.19461546769967167,0,Active Workspace,0.054
C:\Users\ASUS\Downloads\Agentic ai\__MACOSX\._IMG_1085.JPG,._IMG_1085.JPG,.jpg,0.21484375,2025-11-06 22:25:43.369501,2025-11-06 12:57:52.000000,2025-12-14 16:35:42.369491,7,75,74,37,22,False,0.19461546769967167,0,Active Workspace,0.054
C:\Users\ASUS\Downloads\Agentic ai\__MACOSX\._IMG_1086.JPG,._IMG_1086.JPG,.jpg,0.21484375,2025-11-06 22:25:43.396912,2025-11-06 12:58:12.000000,2025-12-14 16:35:42.374511,7,75,74,37,22,False,0.19461546769967167,0,Active Workspace,0.054
C:\Users\ASUS\Downloads\Agentic ai\__MACOSX\._IMG_1096.JPG,._IMG_1096.JPG,.jpg,0.21484375,2025-11-06 22:25:43.498994,2025-11-06 13:15:10.000000,2025-12-14 16:35:42.374511,7,75,74,37,22,False,0.19461546769967167,0,Active Workspace,0.054
C:\Users\ASUS\Downloads\Agentic ai\__MACOSX\._IMG_1097.JPG,._IMG_1097.JPG,.jpg,0.21484375,2025-11-06 22:25:43.540594,2025-11-06 13:15:38.000000,2025-12-14 16:35:42.374511,7,75,74,37,22,False,0.19461546769967167,0,Active Workspace,0.054
C:\Users\ASUS\Downloads\Agentic ai\__MACOSX\._IMG_1098.JPG,._IMG_1098.JPG,.jpg,0.21484375,2025-11-06 22:25:43.598583,2025-11-06 13:19:32.000000,2025-12-14 16:35:42.379558,7,75,74,37,22,False,0.19461546769967167,0,Active Workspace,0.054
C:\Users\ASUS\Downloads\Agentic ai\__MACOSX\._IMG_1099.JPG,._IMG_1099.JPG,.jpg,0.21484375,2025-11-06 22:25:44.598662,2025-11-06 13:19:38.000000,2025-12-14 16:35:42.383569,7,75,74,37,22,False,0.19461546769967167,0,Active Workspace,0.054
C:\Users\ASUS\Downloads\Agentic ai\__MACOSX\._IMG_1100.JPG,._IMG_1100.JPG,.jpg,0.21484375,2025-11-06 22:25:44.615706,2025-11-06 13:19:42.000000,2025-12-14 16:35:42.383569,7,75,74,37,22,False,0.19461546769967167,0,Active Workspace,0.054
C:\Users\ASUS\Downloads\Agentic ai\__MACOSX\._IMG_1101.JPG,._IMG_1101.JPG,.jpg,0.21484375,2025-11-06 22:25:44.633722,2025-11-06 13:19:46.000000,2025-12-14 16:35:42.383569,7,75,74,37,22,False,0.19461546769967167,0,Active Workspace,0.054
C:\Users\ASUS\Downloads\Agentic ai\__MACOSX\._IMG_1102.JPG,._IMG_1102.JPG,.jpg,0.21484375,2025-11-06 22:25:44.648712,2025-11-06 13:20:00.000000,2025-12-14 16:35:42.388566,7,75,74,37,22,False,0.19461546769967167,0,Active Workspace,0.054
C:\Users\ASUS\Downloads\Agentic ai\__MACOSX\._IMG_1103.JPG,._IMG_1103.JPG,.jpg,0.21484375,2025-11-06 22:25:44.663858,2025-11-06 13:20:08.000000,2025-12-14 16:35:42.391590,7,75,74,37,22,False,0.19461546769967167,0,Active Workspace,0.054
C:\Users\ASUS\Downloads\Agentic ai\__MACOSX\._IMG_1104.JPG,._IMG_1104.JPG,.jpg,0.21484375,2025-11-06 22:25:44.679863,2025-11-06 13:24:26.000000,2025-12-14 16:35:42.391590,7,75,74,37,22,False,0.19461546769967167,0,Active Workspace,0.054
C:\Users\ASUS\Downloads\Agentic ai\__MACOSX\._IMG_1105.JPG,._IMG_1105.JPG,.jpg,0.21484375,2025-11-06 22:25:44.695952,2025-11-06 13:24:30.000000,2025-12-14 16:35:42.391590,7,75,74,37,22,False,0.19461546769967167,0,Active Workspace,0.054
C:\Users\ASUS\Downloads\Agentic ai\__MACOSX\._IMG_1106.JPG,._IMG_1106.JPG,.jpg,0.21484375,2025-11-06 22:25:44.711488,2025-11-06 13:27:56.000000,2025-12-14 16:35:42.396590,7,75,74,37,22,False,0.19461546769967167,0,Active Workspace,0.054
C:\Users\ASUS\Downloads\Agentic ai\__MACOSX\._IMG_1107.JPG,._IMG_1107.JPG,.jpg,0.21484375,2025-11-06 22:25:44.726305,2025-11-06 13:28:00.000000,2025-12-14 16:35:42.399603,7,75,74,37,22,False,0.19461546769967167,0,Active Workspace,0.054
C:\Users\ASUS\Downloads\Agentic ai\__MACOSX\._IMG_1117.JPG,._IMG_1117.JPG,.jpg,0.21484375,2025-11-06 22:25:44.742418,2025-11-06 13:32:42.000000,2025-12-14 16:35:42.400610,7,75,74,37,22,False,0.19461546769967167,0,Active Workspace,0.054
C:\Users\ASUS\Downloads\Agentic ai\__MACOSX\._IMG_1118.JPG,._IMG_1118.JPG,.jpg,0.21484375,2025-11-06 22:25:44.758150,2025-11-06 13:32:46.000000,2025-12-14 16:35:42.402617,7,75,74,37,22,False,0.19461546769967167,0,Active Workspace,0.054
C:\Users\ASUS\Downloads\Agentic ai\__MACOSX\._IMG_1120.JPG,._IMG_1120.JPG,.jpg,0.21484375,2025-11-06 22:25:44.773479,2025-11-06 13:37:42.000000,2025-12-14 16:35:42.405622,7,75,74,37,22,False,0.19461546769967167,0,Active Workspace,0.054
C:\Users\ASUS\Downloads\Agentic ai\__MACOSX\._IMG_1121.JPG,._IMG_1121.JPG,.jpg,0.21484375,2025-11-06 22:25:44.788021,2025-11-06 13:37:50.000000,2025-12-14 16:35:42.406620,7,75,74,37,22,False,0.19461546769967167,0,Active Workspace,0.054
C:\Users\ASUS\Downloads\Agentic ai\__MACOSX\._IMG_1122.JPG,._IMG_1122.JPG,.jpg,0.21484375,2025-11-06 22:25:45.763925,2025-11-06 13:38:00.000000,2025-12-14 16:35:42.410472,7,75,74,37,22,False,0.19461546769967167,0,Active Workspace,0.054
